year,county_district_code,enrollment_size,demographic_composition,student_teacher_ratio,graduation_rate,free_reduced_lunch_pct,act_score_avg
1994,96109,5295,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 96.3, ""ENROLLMENT_HISPANIC_PCT"": 0.0, ""ENROLLMENT_WHITE_PCT"": 3.3, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,0.0,
1994,96110,6749,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 26.4, ""ENROLLMENT_HISPANIC_PCT"": 0.4, ""ENROLLMENT_WHITE_PCT"": 71.7, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",20,,0.0,
1994,96111,5326,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 66.2, ""ENROLLMENT_HISPANIC_PCT"": 0.1, ""ENROLLMENT_WHITE_PCT"": 33.3, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",19,,0.0,
1994,96112,4588,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 83.7, ""ENROLLMENT_HISPANIC_PCT"": 0.2, ""ENROLLMENT_WHITE_PCT"": 15.3, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,0.0,
1994,96113,832,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 24.9, ""ENROLLMENT_HISPANIC_PCT"": 0.0, ""ENROLLMENT_WHITE_PCT"": 74.5, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",15,,0.0,
1994,96114,4470,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 25.8, ""ENROLLMENT_HISPANIC_PCT"": 0.4, ""ENROLLMENT_WHITE_PCT"": 72.9, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,0.0,
1994,96119,6134,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 50.0, ""ENROLLMENT_HISPANIC_PCT"": 0.4, ""ENROLLMENT_WHITE_PCT"": 48.8, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",13,,0.0,
1994,115115,41213,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 78.8, ""ENROLLMENT_HISPANIC_PCT"": 0.5, ""ENROLLMENT_WHITE_PCT"": 19.3, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",13,,0.0,
1995,96088,18050,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 32.7, ""ENROLLMENT_HISPANIC_PCT"": 0.5, ""ENROLLMENT_WHITE_PCT"": 65.8, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",18,,0.0,
1995,96089,11169,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 48.4, ""ENROLLMENT_HISPANIC_PCT"": 0.5, ""ENROLLMENT_WHITE_PCT"": 50.4, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,0.0,
1995,96090,6723,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 23.2, ""ENROLLMENT_HISPANIC_PCT"": 0.5, ""ENROLLMENT_WHITE_PCT"": 75.5, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",15,,0.0,
1995,96091,19097,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 15.0, ""ENROLLMENT_HISPANIC_PCT"": 0.4, ""ENROLLMENT_WHITE_PCT"": 82.7, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",18,,0.0,
1995,96092,5202,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 25.0, ""ENROLLMENT_HISPANIC_PCT"": 0.4, ""ENROLLMENT_WHITE_PCT"": 73.8, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,0.0,
1995,96093,5079,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 19.5, ""ENROLLMENT_HISPANIC_PCT"": 0.5, ""ENROLLMENT_WHITE_PCT"": 79.0, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,0.0,
1995,96094,12146,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 13.4, ""ENROLLMENT_HISPANIC_PCT"": 0.5, ""ENROLLMENT_WHITE_PCT"": 85.2, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",20,,0.0,
1995,96095,22163,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 18.7, ""ENROLLMENT_HISPANIC_PCT"": 0.8, ""ENROLLMENT_WHITE_PCT"": 74.9, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",18,,0.0,
1995,96098,2578,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 15.8, ""ENROLLMENT_HISPANIC_PCT"": 0.6, ""ENROLLMENT_WHITE_PCT"": 81.4, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",18,,0.0,
1995,96099,1346,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 13.2, ""ENROLLMENT_HISPANIC_PCT"": 1.0, ""ENROLLMENT_WHITE_PCT"": 84.0, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",18,,0.0,
1995,96101,870,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 26.0, ""ENROLLMENT_HISPANIC_PCT"": 1.1, ""ENROLLMENT_WHITE_PCT"": 67.9, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",13,,0.0,
1995,96102,2417,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 19.6, ""ENROLLMENT_HISPANIC_PCT"": 1.6, ""ENROLLMENT_WHITE_PCT"": 72.9, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",13,,0.0,
1995,96103,1600,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 20.6, ""ENROLLMENT_HISPANIC_PCT"": 1.1, ""ENROLLMENT_WHITE_PCT"": 78.0, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",20,,0.0,
1995,96104,2479,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 82.9, ""ENROLLMENT_HISPANIC_PCT"": 0.5, ""ENROLLMENT_WHITE_PCT"": 16.2, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",19,,0.0,
1995,96106,3328,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 25.2, ""ENROLLMENT_HISPANIC_PCT"": 0.9, ""ENROLLMENT_WHITE_PCT"": 70.3, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",14,,0.0,
1995,96107,1271,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 38.1, ""ENROLLMENT_HISPANIC_PCT"": 0.4, ""ENROLLMENT_WHITE_PCT"": 60.1, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",14,,0.0,
1995,96109,5350,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 96.4, ""ENROLLMENT_HISPANIC_PCT"": 0.1, ""ENROLLMENT_WHITE_PCT"": 3.1, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,0.0,
1995,96110,6699,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 27.2, ""ENROLLMENT_HISPANIC_PCT"": 0.6, ""ENROLLMENT_WHITE_PCT"": 70.6, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",20,,0.0,
1995,96111,5420,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 70.2, ""ENROLLMENT_HISPANIC_PCT"": 0.0, ""ENROLLMENT_WHITE_PCT"": 29.4, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",18,,0.0,
1995,96112,4571,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 83.5, ""ENROLLMENT_HISPANIC_PCT"": 0.3, ""ENROLLMENT_WHITE_PCT"": 15.4, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",15,,0.0,
1995,96113,799,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 24.5, ""ENROLLMENT_HISPANIC_PCT"": 0.0, ""ENROLLMENT_WHITE_PCT"": 75.0, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",14,,0.0,
1995,96114,4478,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 25.9, ""ENROLLMENT_HISPANIC_PCT"": 0.4, ""ENROLLMENT_WHITE_PCT"": 72.7, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,0.0,
1995,96119,6132,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 49.8, ""ENROLLMENT_HISPANIC_PCT"": 0.4, ""ENROLLMENT_WHITE_PCT"": 48.8, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",15,,0.0,
1995,115115,41045,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 79.1, ""ENROLLMENT_HISPANIC_PCT"": 0.5, ""ENROLLMENT_WHITE_PCT"": 18.8, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",13,,0.0,
1996,96088,18156,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 35.0, ""ENROLLMENT_HISPANIC_PCT"": 0.7, ""ENROLLMENT_WHITE_PCT"": 63.2, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",18,,18.3,
1996,96089,10985,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 50.7, ""ENROLLMENT_HISPANIC_PCT"": 0.4, ""ENROLLMENT_WHITE_PCT"": 48.2, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,39.6,
1996,96090,6872,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 24.7, ""ENROLLMENT_HISPANIC_PCT"": 0.5, ""ENROLLMENT_WHITE_PCT"": 73.8, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",15,,27.3,
1996,96091,19610,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 14.9, ""ENROLLMENT_HISPANIC_PCT"": 0.5, ""ENROLLMENT_WHITE_PCT"": 82.7, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",19,,16.5,
1996,96092,5133,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 25.1, ""ENROLLMENT_HISPANIC_PCT"": 0.4, ""ENROLLMENT_WHITE_PCT"": 73.6, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,22.6,
1996,96093,5227,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 19.7, ""ENROLLMENT_HISPANIC_PCT"": 0.5, ""ENROLLMENT_WHITE_PCT"": 78.6, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,23.1,
1996,96094,12010,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 12.9, ""ENROLLMENT_HISPANIC_PCT"": 0.5, ""ENROLLMENT_WHITE_PCT"": 85.7, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",20,,18.1,
1996,96095,21841,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 18.3, ""ENROLLMENT_HISPANIC_PCT"": 0.9, ""ENROLLMENT_WHITE_PCT"": 74.7, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,15.5,
1996,96098,2563,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 15.2, ""ENROLLMENT_HISPANIC_PCT"": 0.5, ""ENROLLMENT_WHITE_PCT"": 82.1, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,19.9,
1996,96099,1471,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 13.0, ""ENROLLMENT_HISPANIC_PCT"": 1.0, ""ENROLLMENT_WHITE_PCT"": 84.3, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",19,,29.2,
1996,96101,902,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 27.2, ""ENROLLMENT_HISPANIC_PCT"": 1.2, ""ENROLLMENT_WHITE_PCT"": 66.7, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",13,,20.0,
1996,96102,2409,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 19.9, ""ENROLLMENT_HISPANIC_PCT"": 1.7, ""ENROLLMENT_WHITE_PCT"": 72.8, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",12,,13.0,
1996,96103,1576,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 20.0, ""ENROLLMENT_HISPANIC_PCT"": 0.8, ""ENROLLMENT_WHITE_PCT"": 78.7, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",18,,62.5,
1996,96104,2641,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 86.2, ""ENROLLMENT_HISPANIC_PCT"": 0.4, ""ENROLLMENT_WHITE_PCT"": 12.9, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",20,,66.5,
1996,96106,3356,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 24.4, ""ENROLLMENT_HISPANIC_PCT"": 1.2, ""ENROLLMENT_WHITE_PCT"": 70.3, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",14,,13.2,
1996,96107,1269,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 40.6, ""ENROLLMENT_HISPANIC_PCT"": 0.9, ""ENROLLMENT_WHITE_PCT"": 57.8, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",14,,56.1,
1996,96109,5512,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 96.8, ""ENROLLMENT_HISPANIC_PCT"": 0.2, ""ENROLLMENT_WHITE_PCT"": 2.7, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",18,,67.7,
1996,96110,6582,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 28.7, ""ENROLLMENT_HISPANIC_PCT"": 0.9, ""ENROLLMENT_WHITE_PCT"": 68.9, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",19,,41.2,
1996,96111,5646,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 72.5, ""ENROLLMENT_HISPANIC_PCT"": 0.1, ""ENROLLMENT_WHITE_PCT"": 27.2, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",19,,57.2,
1996,96112,4483,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 83.7, ""ENROLLMENT_HISPANIC_PCT"": 0.6, ""ENROLLMENT_WHITE_PCT"": 15.1, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",15,,46.2,
1996,96113,863,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 21.6, ""ENROLLMENT_HISPANIC_PCT"": 0.0, ""ENROLLMENT_WHITE_PCT"": 77.3, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",14,,41.8,
1996,96114,4384,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 25.4, ""ENROLLMENT_HISPANIC_PCT"": 0.5, ""ENROLLMENT_WHITE_PCT"": 73.0, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,20.8,
1996,96119,6398,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 50.2, ""ENROLLMENT_HISPANIC_PCT"": 0.3, ""ENROLLMENT_WHITE_PCT"": 48.5, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,14.4,
1996,115115,41714,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 79.3, ""ENROLLMENT_HISPANIC_PCT"": 0.7, ""ENROLLMENT_WHITE_PCT"": 18.5, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",13,,82.6,
1997,96088,18256,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 37.4, ""ENROLLMENT_HISPANIC_PCT"": 0.7, ""ENROLLMENT_WHITE_PCT"": 60.7, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",18,,20.3,
1997,96089,11022,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 52.2, ""ENROLLMENT_HISPANIC_PCT"": 0.6, ""ENROLLMENT_WHITE_PCT"": 46.4, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",15,,45.8,
1997,96090,6990,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 25.9, ""ENROLLMENT_HISPANIC_PCT"": 0.5, ""ENROLLMENT_WHITE_PCT"": 72.2, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",15,,27.8,
1997,96091,19871,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 14.3, ""ENROLLMENT_HISPANIC_PCT"": 0.5, ""ENROLLMENT_WHITE_PCT"": 83.3, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",18,,15.5,
1997,96092,5178,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 25.7, ""ENROLLMENT_HISPANIC_PCT"": 0.5, ""ENROLLMENT_WHITE_PCT"": 72.9, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,12.2,
1997,96093,5228,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 19.8, ""ENROLLMENT_HISPANIC_PCT"": 0.4, ""ENROLLMENT_WHITE_PCT"": 78.6, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,21.9,
1997,96094,11911,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 12.9, ""ENROLLMENT_HISPANIC_PCT"": 0.5, ""ENROLLMENT_WHITE_PCT"": 85.5, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",20,,20.1,
1997,96095,21483,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 18.1, ""ENROLLMENT_HISPANIC_PCT"": 0.9, ""ENROLLMENT_WHITE_PCT"": 74.7, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,15.8,
1997,96098,2592,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 15.4, ""ENROLLMENT_HISPANIC_PCT"": 0.6, ""ENROLLMENT_WHITE_PCT"": 81.0, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,18.9,
1997,96099,1422,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 12.4, ""ENROLLMENT_HISPANIC_PCT"": 1.5, ""ENROLLMENT_WHITE_PCT"": 84.2, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",18,,29.4,
1997,96101,913,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 29.2, ""ENROLLMENT_HISPANIC_PCT"": 1.4, ""ENROLLMENT_WHITE_PCT"": 65.6, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",14,,22.0,
1997,96102,2420,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 19.8, ""ENROLLMENT_HISPANIC_PCT"": 0.8, ""ENROLLMENT_WHITE_PCT"": 73.1, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",12,,12.5,
1997,96103,1634,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 23.6, ""ENROLLMENT_HISPANIC_PCT"": 1.3, ""ENROLLMENT_WHITE_PCT"": 74.7, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",18,,60.1,
1997,96104,2740,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 88.8, ""ENROLLMENT_HISPANIC_PCT"": 0.3, ""ENROLLMENT_WHITE_PCT"": 10.5, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",20,,71.0,
1997,96106,3416,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 24.3, ""ENROLLMENT_HISPANIC_PCT"": 1.1, ""ENROLLMENT_WHITE_PCT"": 70.4, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",14,,12.6,
1997,96107,1221,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 39.9, ""ENROLLMENT_HISPANIC_PCT"": 0.0, ""ENROLLMENT_WHITE_PCT"": 58.9, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",13,,54.4,
1997,96109,5500,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 99.5, ""ENROLLMENT_HISPANIC_PCT"": 0.0, ""ENROLLMENT_WHITE_PCT"": 0.4, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",18,,73.7,
1997,96110,6424,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 28.9, ""ENROLLMENT_HISPANIC_PCT"": 1.0, ""ENROLLMENT_WHITE_PCT"": 68.5, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",19,,36.7,
1997,96111,6156,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 76.2, ""ENROLLMENT_HISPANIC_PCT"": 0.1, ""ENROLLMENT_WHITE_PCT"": 23.3, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",19,,55.8,
1997,96112,4473,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 83.9, ""ENROLLMENT_HISPANIC_PCT"": 0.5, ""ENROLLMENT_WHITE_PCT"": 14.8, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,46.7,
1997,96113,883,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 21.4, ""ENROLLMENT_HISPANIC_PCT"": 0.0, ""ENROLLMENT_WHITE_PCT"": 77.5, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",14,,45.2,
1997,96114,4316,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 25.7, ""ENROLLMENT_HISPANIC_PCT"": 0.6, ""ENROLLMENT_WHITE_PCT"": 72.2, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,21.0,
1997,96119,6707,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 52.3, ""ENROLLMENT_HISPANIC_PCT"": 0.3, ""ENROLLMENT_WHITE_PCT"": 46.1, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,14.8,
1997,115115,42513,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 79.7, ""ENROLLMENT_HISPANIC_PCT"": 0.7, ""ENROLLMENT_WHITE_PCT"": 18.0, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",13,,83.1,
1998,96088,18460,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 40.3, ""ENROLLMENT_HISPANIC_PCT"": 0.8, ""ENROLLMENT_WHITE_PCT"": 57.9, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",18,,22.4,
1998,96089,11144,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 53.6, ""ENROLLMENT_HISPANIC_PCT"": 0.7, ""ENROLLMENT_WHITE_PCT"": 44.7, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",15,,42.9,
1998,96090,7145,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 27.4, ""ENROLLMENT_HISPANIC_PCT"": 0.6, ""ENROLLMENT_WHITE_PCT"": 70.4, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",15,,28.9,
1998,96091,20308,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 13.9, ""ENROLLMENT_HISPANIC_PCT"": 0.5, ""ENROLLMENT_WHITE_PCT"": 83.6, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",18,,15.4,
1998,96092,5076,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 25.6, ""ENROLLMENT_HISPANIC_PCT"": 0.6, ""ENROLLMENT_WHITE_PCT"": 73.0, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,20.6,
1998,96093,5199,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 20.7, ""ENROLLMENT_HISPANIC_PCT"": 0.4, ""ENROLLMENT_WHITE_PCT"": 77.5, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,21.2,
1998,96094,11950,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 13.1, ""ENROLLMENT_HISPANIC_PCT"": 0.6, ""ENROLLMENT_WHITE_PCT"": 85.1, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",19,,19.5,
1998,96095,21228,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 18.2, ""ENROLLMENT_HISPANIC_PCT"": 0.9, ""ENROLLMENT_WHITE_PCT"": 74.2, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,15.5,
